cue,switch_bfstm,vita_dpk_index,orig_candidate,switch_dur,vita_dur,similarity,dur_ratio,verdict
HA01SD,HA01SD.dspadpcm.bfstm,4320,4321,0.493,0.683,0.833,0.722,confirmed
HA01SE,HA01SE.dspadpcm.bfstm,4321,4322,0.484,0.512,,0.945,no-speech-durmatch
HA01SF,HA01SF.dspadpcm.bfstm,4322,4323,0.607,0.576,,0.949,no-speech-durmatch
HA02CA,HA02CA.dspadpcm.bfstm,4323,4324,0.472,0.725,,0.651,no-speech-nomatch
HA02CB,HA02CB.dspadpcm.bfstm,4324,4325,0.363,0.555,,0.654,no-speech-nomatch
HA02CC,HA02CC.dspadpcm.bfstm,4325,4326,0.316,0.661,,0.478,no-speech-nomatch
HA02CD,HA02CD.dspadpcm.bfstm,4326,4327,0.374,0.555,,0.674,no-speech-nomatch
HA02SA,HA02SA.dspadpcm.bfstm,4327,4330,0.418,0.427,,0.979,no-speech-durmatch
HA02SB,HA02SB.dspadpcm.bfstm,4329,4331,0.552,0.597,,0.925,no-speech-durmatch
HA02SC,HA02SC.dspadpcm.bfstm,4330,4333,0.328,0.448,,0.732,no-speech-nomatch
HA02SD,HA02SD.dspadpcm.bfstm,4332,4334,0.531,0.469,0.576,0.883,confirmed
HA02SF,HA02SF.dspadpcm.bfstm,4333,4335,0.467,0.405,0.748,0.867,confirmed
HA03CA,HA03CA.dspadpcm.bfstm,4335,4336,0.432,0.512,,0.844,no-speech-durmatch
HA03CB,HA03CB.dspadpcm.bfstm,4336,4337,0.691,0.448,0.716,0.648,confirmed
HA03CC,HA03CC.dspadpcm.bfstm,4337,4338,0.373,0.832,,0.448,no-speech-nomatch
HA03CD,HA03CD.dspadpcm.bfstm,4338,4339,0.432,0.704,,0.614,no-speech-nomatch
HA03SA,HA03SA.dspadpcm.bfstm,4339,4342,0.55,0.64,,0.859,no-speech-durmatch
HA03SB,HA03SB.dspadpcm.bfstm,4342,4343,0.283,0.683,,0.414,no-speech-nomatch
HA03SD,HA03SD.dspadpcm.bfstm,4343,4344,0.284,0.32,,0.888,no-speech-durmatch
HA03SE,HA03SE.dspadpcm.bfstm,4344,4345,0.342,0.277,,0.81,no-speech-durmatch
HA03SF,HA03SF.dspadpcm.bfstm,4345,4346,0.438,0.32,0.853,0.731,confirmed
HA04CB,HA04CB.dspadpcm.bfstm,4346,4347,0.356,0.363,,0.981,no-speech-durmatch
HA04CC,HA04CC.dspadpcm.bfstm,4348,4348,0.361,0.363,0.742,0.994,confirmed
HA04CD,HA04CD.dspadpcm.bfstm,4349,4349,0.213,0.32,,0.666,no-speech-nomatch
HA04SA,HA04SA.dspadpcm.bfstm,4350,4350,0.357,0.384,,0.93,no-speech-durmatch
HA04SC,HA04SC.dspadpcm.bfstm,4351,4351,0.338,0.363,0.707,0.931,confirmed
HA04SD,HA04SD.dspadpcm.bfstm,4352,4352,0.331,0.341,,0.971,no-speech-durmatch
HA04SF,HA04SF.dspadpcm.bfstm,4354,4353,0.315,0.384,0.433,0.82,low-confidence
HA05CA,HA05CA.dspadpcm.bfstm,4357,4354,0.418,0.555,,0.753,no-speech-nomatch
HA05CB,HA05CB.dspadpcm.bfstm,4358,4355,0.586,0.725,,0.808,no-speech-durmatch
HA05CC,HA05CC.dspadpcm.bfstm,4360,4356,0.517,0.619,,0.835,no-speech-durmatch
HA05CD,HA05CD.dspadpcm.bfstm,4361,4357,0.525,0.597,,0.879,no-speech-durmatch
HA05SA,HA05SA.dspadpcm.bfstm,4362,4360,0.373,0.427,,0.874,no-speech-durmatch
HA05SB,HA05SB.dspadpcm.bfstm,4363,4361,0.351,0.512,,0.686,no-speech-nomatch
HA05SC,HA05SC.dspadpcm.bfstm,4365,4362,0.414,0.469,,0.883,no-speech-durmatch
HA05SD,HA05SD.dspadpcm.bfstm,4367,4363,0.248,0.448,,0.554,no-speech-nomatch
HA05SE,HA05SE.dspadpcm.bfstm,4368,4364,0.576,0.427,,0.741,no-speech-nomatch
HA05SF,HA05SF.dspadpcm.bfstm,4369,4365,0.444,0.448,0.58,0.991,confirmed
HA06CA,HA06CA.dspadpcm.bfstm,4370,4367,0.277,0.491,,0.564,no-speech-nomatch
HA06CB,HA06CB.dspadpcm.bfstm,4371,4368,0.339,0.469,0.747,0.723,confirmed
HA06CC,HA06CC.dspadpcm.bfstm,4372,4369,0.38,0.491,,0.774,no-speech-nomatch
HA06CD,HA06CD.dspadpcm.bfstm,4373,4370,0.267,0.384,,0.695,no-speech-nomatch
HA06SA,HA06SA.dspadpcm.bfstm,4374,4373,0.345,0.491,,0.703,no-speech-nomatch
HA06SB,HA06SB.dspadpcm.bfstm,4375,4374,0.42,0.427,0.741,0.984,confirmed
HA06SC,HA06SC.dspadpcm.bfstm,4376,4375,0.27,0.427,,0.632,no-speech-nomatch
HA06SD,HA06SD.dspadpcm.bfstm,4377,4376,0.489,0.533,,0.917,no-speech-durmatch
HA06SE,HA06SE.dspadpcm.bfstm,4378,4377,0.335,0.448,0.542,0.748,confirmed
HA06SF,HA06SF.dspadpcm.bfstm,4379,4378,0.336,0.789,,0.426,no-speech-nomatch
HA07CA,HA07CA.dspadpcm.bfstm,4380,4379,0.976,0.96,0.646,0.984,confirmed
HA07CB,HA07CB.dspadpcm.bfstm,4381,4380,0.631,0.555,,0.88,no-speech-durmatch
HA07CC,HA07CC.dspadpcm.bfstm,4382,4381,0.596,0.853,,0.699,no-speech-nomatch
HA07CD,HA07CD.dspadpcm.bfstm,4383,4382,0.683,1.045,0.841,0.654,confirmed
HA07SA,HA07SA.dspadpcm.bfstm,4384,4385,0.449,0.597,,0.752,no-speech-nomatch
HA07SB,HA07SB.dspadpcm.bfstm,4385,4386,0.491,0.875,,0.561,no-speech-nomatch
HA07SC,HA07SC.dspadpcm.bfstm,4386,4387,0.567,0.555,,0.979,no-speech-durmatch
HA07SD,HA07SD.dspadpcm.bfstm,4387,4388,0.582,0.576,,0.99,no-speech-durmatch
HA07SE,HA07SE.dspadpcm.bfstm,4388,4389,0.756,0.96,,0.788,no-speech-nomatch
HA07SF,HA07SF.dspadpcm.bfstm,4389,4390,0.836,0.619,,0.74,no-speech-nomatch
HA08CA,HA08CA.dspadpcm.bfstm,4390,4391,0.517,0.619,,0.835,no-speech-durmatch
HA08CB,HA08CB.dspadpcm.bfstm,4391,4392,0.497,0.533,,0.932,no-speech-durmatch
HA08CC,HA08CC.dspadpcm.bfstm,4392,4393,0.546,0.555,,0.984,no-speech-durmatch
HA08CD,HA08CD.dspadpcm.bfstm,4394,4394,0.501,0.576,,0.87,no-speech-durmatch
HA08SA,HA08SA.dspadpcm.bfstm,4395,4397,0.341,0.597,,0.571,no-speech-nomatch
HA08SB,HA08SB.dspadpcm.bfstm,4397,4398,0.5,0.576,,0.868,no-speech-durmatch
HA08SC,HA08SC.dspadpcm.bfstm,4398,4399,0.361,0.427,0.855,0.845,confirmed
HA08SD,HA08SD.dspadpcm.bfstm,4399,4400,0.541,0.469,0.584,0.867,confirmed
HA08SE,HA08SE.dspadpcm.bfstm,4401,4401,0.497,0.469,0.722,0.944,confirmed
HA08SF,HA08SF.dspadpcm.bfstm,4402,4402,0.716,0.512,0.627,0.715,confirmed
HA09CA,HA09CA.dspadpcm.bfstm,4403,4403,1.21,1.195,,0.988,no-speech-durmatch
HA09CB,HA09CB.dspadpcm.bfstm,4404,4404,1.12,1.173,,0.955,no-speech-durmatch
HA09CC,HA09CC.dspadpcm.bfstm,4405,4405,0.816,1.365,,0.598,no-speech-nomatch
HA09CD,HA09CD.dspadpcm.bfstm,4406,4406,0.948,1.301,,0.729,no-speech-nomatch
HA09SA,HA09SA.dspadpcm.bfstm,4407,4409,1.177,1.28,,0.92,no-speech-durmatch
HA09SB,HA09SB.dspadpcm.bfstm,4408,4410,1.179,1.493,,0.79,no-speech-nomatch
HA09SC,HA09SC.dspadpcm.bfstm,4409,4411,0.838,1.451,,0.578,no-speech-nomatch
HA09SD,HA09SD.dspadpcm.bfstm,4410,4412,0.846,1.045,,0.81,no-speech-durmatch
HA09SF,HA09SF.dspadpcm.bfstm,4413,4413,1.051,1.131,,0.929,no-speech-durmatch
HA10CA,HA10CA.dspadpcm.bfstm,4415,4415,0.671,0.896,,0.749,no-speech-nomatch
HA10CB,HA10CB.dspadpcm.bfstm,4416,4416,0.677,0.853,0.603,0.794,confirmed
HA10CC,HA10CC.dspadpcm.bfstm,4419,4417,0.892,0.917,0.918,0.973,confirmed
HA10CD,HA10CD.dspadpcm.bfstm,4421,4418,0.562,0.789,,0.712,no-speech-nomatch
HA10SA,HA10SA.dspadpcm.bfstm,4424,4421,0.709,0.853,,0.831,no-speech-durmatch
HA10SB,HA10SB.dspadpcm.bfstm,4427,4422,0.525,0.789,,0.665,no-speech-nomatch
HA10SD,HA10SD.dspadpcm.bfstm,4428,4423,0.623,0.939,0.678,0.663,confirmed
HA10SF,HA10SF.dspadpcm.bfstm,4429,4424,0.688,0.597,0.638,0.868,confirmed
HA11CA,HA11CA.dspadpcm.bfstm,4430,4425,0.962,0.853,0.941,0.887,confirmed
HA11CB,HA11CB.dspadpcm.bfstm,4431,4426,1.154,1.003,0.819,0.869,confirmed
HA11CD,HA11CD.dspadpcm.bfstm,4432,4427,0.585,0.64,0.952,0.914,confirmed
HA11SA,HA11SA.dspadpcm.bfstm,4433,4430,1.012,0.747,0.836,0.738,confirmed
HA11SAb,HA11SAb.dspadpcm.bfstm,4434,4431,0.787,0.811,0.673,0.97,confirmed
HA11SB,HA11SB.dspadpcm.bfstm,4435,4432,0.669,0.939,0.755,0.712,confirmed
HA11SC,HA11SC.dspadpcm.bfstm,4436,4433,0.772,1.152,0.63,0.67,confirmed
HA11SD,HA11SD.dspadpcm.bfstm,4437,4434,0.554,0.811,0.456,0.683,confirmed
HA11SE,HA11SE.dspadpcm.bfstm,4438,4435,1.052,1.024,0.568,0.973,confirmed
HA11SF,HA11SF.dspadpcm.bfstm,4439,4436,1.408,1.259,0.864,0.894,confirmed
HA12CA,HA12CA.dspadpcm.bfstm,4440,4437,0.724,0.427,0.952,0.59,confirmed
HA12CB,HA12CB.dspadpcm.bfstm,4441,4438,0.996,0.939,0.827,0.943,confirmed
HA12CC,HA12CC.dspadpcm.bfstm,4442,4441,0.909,0.512,0.851,0.563,confirmed
HA12CD,HA12CD.dspadpcm.bfstm,4443,4442,0.444,0.469,0.952,0.947,confirmed
HA12SA,HA12SA.dspadpcm.bfstm,4444,4445,0.509,1.024,0.952,0.497,no-match
HA12SB,HA12SB.dspadpcm.bfstm,4445,4446,0.749,0.555,0.851,0.741,confirmed
HA12SC,HA12SC.dspadpcm.bfstm,4446,4447,0.708,0.619,0.803,0.874,confirmed
HA12SD,HA12SD.dspadpcm.bfstm,4447,4448,1.251,0.64,0.952,0.512,confirmed
HA12SE,HA12SE.dspadpcm.bfstm,4448,4449,0.728,0.939,0.643,0.775,confirmed
HA12SF,HA12SF.dspadpcm.bfstm,4449,4450,0.538,0.683,0.494,0.788,confirmed
HA13CA,HA13CA.dspadpcm.bfstm,4450,4451,0.958,0.683,0.847,0.713,confirmed
HA13CB,HA13CB.dspadpcm.bfstm,4459,4453,1.56,1.003,0.889,0.643,confirmed
HA13CC,HA13CC.dspadpcm.bfstm,4461,4454,1.944,1.557,0.236,0.801,no-match
HA13CD,HA13CD.dspadpcm.bfstm,4462,4455,1.201,1.451,0.414,0.828,low-confidence
HA13SA,HA13SA.dspadpcm.bfstm,4463,4458,1.493,1.536,0.293,0.972,no-match
HA13SAb,HA13SAb.dspadpcm.bfstm,4465,4459,0.992,1.024,0.42,0.969,low-confidence
HA13SB,HA13SB.dspadpcm.bfstm,4466,4460,1.304,1.301,0.551,0.998,confirmed
HA13SC,HA13SC.dspadpcm.bfstm,4467,4461,1.077,1.472,0.495,0.732,confirmed
HA13SD,HA13SD.dspadpcm.bfstm,4468,4462,0.788,1.109,0.404,0.711,low-confidence
HA13SE,HA13SE.dspadpcm.bfstm,4469,4463,1.947,1.408,0.196,0.723,no-match
HA13SF,HA13SF.dspadpcm.bfstm,4470,4464,1.901,1.6,0.3,0.842,low-confidence
HA14CA,HA14CA.dspadpcm.bfstm,4471,4465,0.831,1.131,0.512,0.735,confirmed
HA14CB,HA14CB.dspadpcm.bfstm,4472,4466,0.782,1.195,0.334,0.654,low-confidence
HA14CC,HA14CC.dspadpcm.bfstm,4473,4467,1.568,1.237,0.334,0.789,low-confidence
HA14CD,HA14CD.dspadpcm.bfstm,4474,4468,0.708,1.237,0.303,0.572,no-match
HA14SA,HA14SA.dspadpcm.bfstm,4475,4471,0.801,1.28,0.475,0.626,confirmed
HA14SB,HA14SB.dspadpcm.bfstm,4476,4472,0.665,1.344,0.483,0.495,no-match
HA14SC,HA14SC.dspadpcm.bfstm,4477,4473,0.721,1.045,0.698,0.69,confirmed
HA14SD,HA14SD.dspadpcm.bfstm,4478,4474,0.931,1.301,0.641,0.716,confirmed
HA14SE,HA14SE.dspadpcm.bfstm,4479,4475,0.692,1.771,0.463,0.391,no-match
HA14SF,HA14SF.dspadpcm.bfstm,4480,4476,0.688,1.152,0.473,0.597,confirmed
HA15CA,HA15CA.dspadpcm.bfstm,4481,4477,0.64,1.408,0.753,0.455,no-match
HA15CB,HA15CB.dspadpcm.bfstm,4482,4478,0.933,1.92,0.49,0.486,no-match
HA15CC,HA15CC.dspadpcm.bfstm,4483,4479,1.635,1.365,0.649,0.835,confirmed
HA15CD,HA15CD.dspadpcm.bfstm,4484,4480,0.779,0.96,0.488,0.811,confirmed
HA15SA,HA15SA.dspadpcm.bfstm,4485,4483,1.341,1.237,0.603,0.922,confirmed
HA15SAb,HA15SAb.dspadpcm.bfstm,4486,4484,0.953,1.387,0.603,0.687,confirmed
HA15SB,HA15SB.dspadpcm.bfstm,4487,4485,0.96,1.493,0.753,0.643,confirmed
HA15SC,HA15SC.dspadpcm.bfstm,4488,4486,0.713,1.344,0.525,0.531,confirmed
HA15SE,HA15SE.dspadpcm.bfstm,4489,4487,1.195,1.493,0.603,0.8,confirmed
HA15SF,HA15SF.dspadpcm.bfstm,4491,4488,1.091,1.003,,0.919,no-speech-durmatch
HA16CA,HA16CA.dspadpcm.bfstm,4493,4490,0.653,0.96,0.471,0.68,confirmed
HA16CB,HA16CB.dspadpcm.bfstm,4496,4491,1.047,1.152,0.753,0.909,confirmed
HA16CC,HA16CC.dspadpcm.bfstm,4498,4492,1.312,1.259,0.438,0.96,low-confidence
HA16CD,HA16CD.dspadpcm.bfstm,4499,4493,0.553,1.237,0.753,0.447,no-match
HA16SA,HA16SA.dspadpcm.bfstm,4500,4496,0.873,1.152,0.396,0.758,low-confidence
HA16SD,HA16SD.dspadpcm.bfstm,4501,4497,1.101,1.365,0.361,0.807,low-confidence
HA16SE,HA16SE.dspadpcm.bfstm,4502,4498,1.016,1.067,0.525,0.952,confirmed
HA17CA,HA17CA.dspadpcm.bfstm,4503,4499,0.798,0.832,,0.959,no-speech-durmatch
HA17CB,HA17CB.dspadpcm.bfstm,4504,4500,0.819,0.981,0.695,0.835,confirmed
HA17CD,HA17CD.dspadpcm.bfstm,4505,4501,1.24,1.152,0.611,0.929,confirmed
HA17SA,HA17SA.dspadpcm.bfstm,4506,4504,0.971,0.896,0.528,0.923,confirmed
HA17SAb,HA17SAb.dspadpcm.bfstm,4507,4505,1.208,1.067,0.562,0.883,confirmed
HA17SB,HA17SB.dspadpcm.bfstm,4508,4506,0.942,0.896,0.427,0.951,low-confidence
HA17SC,HA17SC.dspadpcm.bfstm,4510,4507,0.941,0.725,0.646,0.77,confirmed
HA17SD,HA17SD.dspadpcm.bfstm,4511,4508,0.874,0.789,0.638,0.903,confirmed
HA17SF,HA17SF.dspadpcm.bfstm,4512,4509,1.232,0.96,0.638,0.779,confirmed
HA18CA,HA18CA.dspadpcm.bfstm,4513,4510,0.817,0.789,0.572,0.966,confirmed
HA18CB,HA18CB.dspadpcm.bfstm,4514,4511,0.782,0.853,0.605,0.917,confirmed
HA18CC,HA18CC.dspadpcm.bfstm,4515,4512,1.397,1.024,0.595,0.733,confirmed
HA18CD,HA18CD.dspadpcm.bfstm,4516,4513,0.79,0.853,0.674,0.926,confirmed
HA18SA,HA18SA.dspadpcm.bfstm,4518,4516,0.789,1.109,0.524,0.711,confirmed
HA18SB,HA18SB.dspadpcm.bfstm,4519,4517,0.702,0.939,0.688,0.748,confirmed
HA18SC,HA18SC.dspadpcm.bfstm,4520,4518,1.025,1.195,0.529,0.858,confirmed
HA18SD,HA18SD.dspadpcm.bfstm,4521,4519,0.991,0.747,0.579,0.754,confirmed
HA18SE,HA18SE.dspadpcm.bfstm,4522,4520,1.067,0.747,0.638,0.7,confirmed
HA18SF,HA18SF.dspadpcm.bfstm,4523,4521,0.809,0.683,0.579,0.844,confirmed
HA19SA,HA19SA.dspadpcm.bfstm,4524,4522,0.823,0.811,0.552,0.985,confirmed
HA19SAb,HA19SAb.dspadpcm.bfstm,4525,4523,0.803,0.811,0.508,0.99,confirmed
HA19SB,HA19SB.dspadpcm.bfstm,4526,4524,0.759,0.725,0.519,0.955,confirmed
HA19SC,HA19SC.dspadpcm.bfstm,4527,4525,0.865,1.643,0.791,0.526,confirmed
HA19SD,HA19SD.dspadpcm.bfstm,4528,4526,0.901,0.811,,0.9,no-speech-durmatch
HA19SE,HA19SE.dspadpcm.bfstm,4529,4527,1.341,1.536,0.707,0.873,confirmed
HA19SF,HA19SF.dspadpcm.bfstm,4531,4529,1.339,1.792,0.643,0.747,confirmed
HA20SB,HA20SB.dspadpcm.bfstm,4532,4530,0.733,1.664,0.71,0.441,no-match
HA20SC,HA20SC.dspadpcm.bfstm,4533,4532,0.893,0.896,0.606,0.997,confirmed
HA20SD,HA20SD.dspadpcm.bfstm,4534,4533,0.854,2.155,0.643,0.396,no-match
HA20SE,HA20SE.dspadpcm.bfstm,4535,4535,1.065,1.259,0.71,0.846,confirmed
HA20SF,HA20SF.dspadpcm.bfstm,4536,4538,0.871,1.813,0.71,0.48,no-match
HA21SA,HA21SA.dspadpcm.bfstm,4538,4540,0.937,1.365,0.552,0.686,confirmed
HA21SAb,HA21SAb.dspadpcm.bfstm,4539,4541,0.893,1.963,0.487,0.455,no-match
HA21SC,HA21SC.dspadpcm.bfstm,4541,4542,0.773,0.917,0.768,0.843,confirmed
HA21SD,HA21SD.dspadpcm.bfstm,4542,4543,0.76,0.917,,0.829,no-speech-durmatch
HA21SE,HA21SE.dspadpcm.bfstm,4544,4544,1.302,1.216,,0.934,no-speech-durmatch
HA21SF,HA21SF.dspadpcm.bfstm,4545,4545,0.873,0.981,0.769,0.89,confirmed
HA22SA,HA22SA.dspadpcm.bfstm,4547,4547,0.637,0.64,0.531,0.995,confirmed
HA22SB,HA22SB.dspadpcm.bfstm,4548,4548,0.615,0.704,0.768,0.874,confirmed
HA22SC,HA22SC.dspadpcm.bfstm,4549,4549,0.973,1.024,0.503,0.95,confirmed
HA22SD,HA22SD.dspadpcm.bfstm,4550,4550,0.743,0.683,0.768,0.919,confirmed
HA22SE,HA22SE.dspadpcm.bfstm,4551,4551,0.979,0.768,0.824,0.784,confirmed
HA22SF,HA22SF.dspadpcm.bfstm,4552,4552,0.865,1.109,0.659,0.78,confirmed
HA23SA,HA23SA.dspadpcm.bfstm,4553,4553,1.122,1.515,0.606,0.741,confirmed
HA23SAb,HA23SAb.dspadpcm.bfstm,4554,4554,1.017,1.024,0.527,0.993,confirmed
HA23SB,HA23SB.dspadpcm.bfstm,4555,4555,0.739,1.365,0.626,0.541,confirmed
HA23SC,HA23SC.dspadpcm.bfstm,4556,4556,0.924,1.493,0.576,0.619,confirmed
HA23SD,HA23SD.dspadpcm.bfstm,4557,4557,1.072,1.643,0.606,0.652,confirmed
HA23SE,HA23SE.dspadpcm.bfstm,4558,4558,1.64,1.493,0.542,0.91,confirmed
HA23SF,HA23SF.dspadpcm.bfstm,4559,4559,1.736,1.621,0.579,0.934,confirmed
HA24SA,HA24SA.dspadpcm.bfstm,4560,4560,0.916,1.301,0.606,0.704,confirmed
HA24SB,HA24SB.dspadpcm.bfstm,4561,4561,0.961,1.429,0.652,0.672,confirmed
HA24SC,HA24SC.dspadpcm.bfstm,4562,4562,1.115,1.323,0.606,0.843,confirmed
HA24SD,HA24SD.dspadpcm.bfstm,4563,4563,0.762,1.408,0.606,0.541,confirmed
HA24SE,HA24SE.dspadpcm.bfstm,4564,4564,1.005,1.557,0.606,0.645,confirmed
HA24SF,HA24SF.dspadpcm.bfstm,4565,4565,0.999,1.429,0.606,0.699,confirmed
HA25SA,HA25SA.dspadpcm.bfstm,4567,4566,1.923,1.963,0.668,0.98,confirmed
HA25SAb,HA25SAb.dspadpcm.bfstm,4568,4567,1.947,1.941,0.743,0.997,confirmed
HA25SB,HA25SB.dspadpcm.bfstm,4569,4568,1.461,2.581,,0.566,no-speech-nomatch
HA25SC,HA25SC.dspadpcm.bfstm,4570,4570,1.493,2.112,0.546,0.707,confirmed
HA25SD,HA25SD.dspadpcm.bfstm,4571,4571,1.378,2.112,0.757,0.652,confirmed
HA25SE,HA25SE.dspadpcm.bfstm,4572,4572,2.613,2.795,0.338,0.935,low-confidence
HA25SF,HA25SF.dspadpcm.bfstm,4573,4573,1.725,1.429,0.608,0.828,confirmed
HA26SA,HA26SA.dspadpcm.bfstm,4574,4574,1.134,1.408,0.594,0.805,confirmed
HA26SB,HA26SB.dspadpcm.bfstm,4575,4575,1.237,1.451,,0.853,no-speech-durmatch
HA26SC,HA26SC.dspadpcm.bfstm,4576,4576,1.377,1.557,0.594,0.884,confirmed
HA26SD,HA26SD.dspadpcm.bfstm,4577,4577,1.386,1.515,0.757,0.915,confirmed
HA26SE,HA26SE.dspadpcm.bfstm,4578,4578,2.106,1.579,0.587,0.75,confirmed
HA27SA,HA27SA.dspadpcm.bfstm,4579,4579,1.06,1.6,0.495,0.662,confirmed
HA27SAb,HA27SAb.dspadpcm.bfstm,4580,4580,1.674,1.685,0.289,0.993,no-match
HA27SB,HA27SB.dspadpcm.bfstm,4581,4581,1.018,1.301,0.703,0.782,confirmed
HA27SC,HA27SC.dspadpcm.bfstm,4582,4582,0.981,1.472,0.349,0.666,low-confidence
HA27SD,HA27SD.dspadpcm.bfstm,4583,4583,1.249,1.728,0.828,0.723,confirmed
HA27SE,HA27SE.dspadpcm.bfstm,4584,4584,1.278,1.408,0.504,0.908,confirmed
HA27SF,HA27SF.dspadpcm.bfstm,4585,4585,1.575,1.6,0.703,0.984,confirmed
HA28SA,HA28SA.dspadpcm.bfstm,4586,4586,0.966,1.131,0.75,0.854,confirmed
HA28SB,HA28SB.dspadpcm.bfstm,4587,4587,0.742,1.067,0.367,0.695,low-confidence
HA28SC,HA28SC.dspadpcm.bfstm,4588,4588,1.115,1.28,0.239,0.871,no-match
HA28SD,HA28SD.dspadpcm.bfstm,4589,4589,1.279,1.237,0.284,0.967,no-match
HA28SE,HA28SE.dspadpcm.bfstm,4590,4590,1.148,1.152,0.703,0.997,confirmed
HA28SF,HA28SF.dspadpcm.bfstm,4591,4591,0.825,1.408,0.292,0.586,no-match
HB01CA,HB01CA.dspadpcm.bfstm,4592,4592,2.794,2.944,,0.949,no-speech-durmatch
HB01CB,HB01CB.dspadpcm.bfstm,4594,4594,3.776,2.987,,0.791,no-speech-nomatch
HB01CC,HB01CC.dspadpcm.bfstm,4595,4595,2.677,3.2,,0.837,no-speech-durmatch
HB01CD,HB01CD.dspadpcm.bfstm,4596,4596,2.52,2.389,,0.948,no-speech-durmatch
HB01SA,HB01SA.dspadpcm.bfstm,4598,4599,2.699,2.965,,0.91,no-speech-durmatch
HB01SB,HB01SB.dspadpcm.bfstm,4599,4600,2.349,2.133,,0.908,no-speech-durmatch
HB01SC,HB01SC.dspadpcm.bfstm,4601,4601,3.169,3.221,,0.984,no-speech-durmatch
HB01SD,HB01SD.dspadpcm.bfstm,4602,4602,1.592,2.325,,0.685,no-speech-nomatch
HB01SE,HB01SE.dspadpcm.bfstm,4603,4603,3.141,2.901,,0.924,no-speech-durmatch
HB01SF,HB01SF.dspadpcm.bfstm,4605,4604,1.069,1.003,,0.938,no-speech-durmatch
HB02CA,HB02CA.dspadpcm.bfstm,4608,4605,1.129,1.088,,0.964,no-speech-durmatch
HB02CB,HB02CB.dspadpcm.bfstm,4610,4606,0.843,1.088,,0.775,no-speech-nomatch
HB02CC,HB02CC.dspadpcm.bfstm,4611,4607,0.724,0.981,,0.738,no-speech-nomatch
HB02CD,HB02CD.dspadpcm.bfstm,4612,4608,0.995,1.024,,0.972,no-speech-durmatch
HB02SA,HB02SA.dspadpcm.bfstm,4613,4611,0.789,1.195,,0.66,no-speech-nomatch
HB02SB,HB02SB.dspadpcm.bfstm,4614,4612,0.879,1.067,,0.824,no-speech-durmatch
HB02SC,HB02SC.dspadpcm.bfstm,4615,4613,1.094,1.131,,0.967,no-speech-durmatch
HB02SD,HB02SD.dspadpcm.bfstm,4616,4614,0.771,1.536,0.461,0.502,confirmed
HB02SE,HB02SE.dspadpcm.bfstm,4617,4615,0.857,1.387,,0.618,no-speech-nomatch
IA01CA,IA01CA.dspadpcm.bfstm,4618,4616,1.584,1.515,0.548,0.956,confirmed
IA01CB,IA01CB.dspadpcm.bfstm,4619,4617,1.622,1.664,0.682,0.975,confirmed
IA01CC,IA01CC.dspadpcm.bfstm,4620,4618,1.832,1.515,0.707,0.827,confirmed
IA01CD,IA01CD.dspadpcm.bfstm,4621,4619,1.295,1.643,0.548,0.788,confirmed
IA01SA,IA01SA.dspadpcm.bfstm,4622,4622,0.671,0.768,0.732,0.874,confirmed
IA01SB,IA01SB.dspadpcm.bfstm,4623,4623,1.394,0.981,0.756,0.704,confirmed
IA01SC,IA01SC.dspadpcm.bfstm,4624,4624,0.884,0.661,0.732,0.748,confirmed
IA01SD,IA01SD.dspadpcm.bfstm,4625,4625,0.756,0.832,0.816,0.909,confirmed
IA01SE,IA01SE.dspadpcm.bfstm,4626,4626,0.761,1.067,0.24,0.713,no-match
IA01SF,IA01SF.dspadpcm.bfstm,4627,4627,0.669,0.725,0.816,0.923,confirmed
IA02CA,IA02CA.dspadpcm.bfstm,4628,4628,1.304,1.536,0.603,0.849,confirmed
IA02CB,IA02CB.dspadpcm.bfstm,4629,4629,1.171,1.664,0.603,0.704,confirmed
IA02CC,IA02CC.dspadpcm.bfstm,4630,4630,1.435,1.621,0.651,0.885,confirmed
IA02CD,IA02CD.dspadpcm.bfstm,4631,4631,0.885,1.664,0.603,0.532,confirmed
IA02SA,IA02SA.dspadpcm.bfstm,4634,4634,0.78,1.024,0.732,0.762,confirmed
IA02SB,IA02SB.dspadpcm.bfstm,4635,4635,1.035,1.067,0.732,0.97,confirmed
IA02SC,IA02SC.dspadpcm.bfstm,4636,4636,1.005,0.811,0.732,0.807,confirmed
IA02SD,IA02SD.dspadpcm.bfstm,4637,4637,0.898,1.109,0.833,0.81,confirmed
IA02SE,IA02SE.dspadpcm.bfstm,4638,4638,0.867,1.152,0.441,0.753,low-confidence
IA02SF,IA02SF.dspadpcm.bfstm,4639,4639,0.788,0.875,0.833,0.901,confirmed
IA03CA,IA03CA.dspadpcm.bfstm,4640,4640,2.592,2.155,0.85,0.831,confirmed
IA03CB,IA03CB.dspadpcm.bfstm,4641,4641,2.023,2.048,0.842,0.988,confirmed
IA03CC,IA03CC.dspadpcm.bfstm,4643,4642,2.251,2.325,0.83,0.968,confirmed
IA03CD,IA03CD.dspadpcm.bfstm,4644,4643,2.458,2.219,0.842,0.903,confirmed
IA03SA,IA03SA.dspadpcm.bfstm,4646,4646,1.432,1.493,0.743,0.959,confirmed
IA03SB,IA03SB.dspadpcm.bfstm,4647,4647,1.805,1.685,0.763,0.934,confirmed
