cue,switch_bfstm,vita_dpk_index,orig_candidate,switch_dur,vita_dur,similarity,dur_ratio,verdict
AD09CC,AD09CC.dspadpcm.bfstm,2400,2399,4.768,4.117,0.961,0.863,confirmed
AD09CD,AD09CD.dspadpcm.bfstm,2401,2400,4.341,4.544,0.932,0.955,confirmed
AD09CDb,AD09CDb.dspadpcm.bfstm,2402,2401,4.522,3.285,0.942,0.726,confirmed
AD09SA,AD09SA.dspadpcm.bfstm,2404,2404,3.813,3.755,0.752,0.985,confirmed
AD09SB,AD09SB.dspadpcm.bfstm,2405,2405,5.119,3.627,0.907,0.709,confirmed
AD09SC,AD09SC.dspadpcm.bfstm,2406,2406,3.994,4.096,0.89,0.975,confirmed
AD09SD,AD09SD.dspadpcm.bfstm,2407,2407,3.948,4.075,0.907,0.969,confirmed
AD09SE,AD09SE.dspadpcm.bfstm,2408,2408,4.267,3.947,0.905,0.925,confirmed
AD09SF,AD09SF.dspadpcm.bfstm,2409,2409,3.765,4.459,0.912,0.844,confirmed
AD10CA,AD10CA.dspadpcm.bfstm,2410,2410,3.759,3.563,0.859,0.948,confirmed
AD10CB,AD10CB.dspadpcm.bfstm,2411,2411,3.627,3.221,0.863,0.888,confirmed
AD10CC,AD10CC.dspadpcm.bfstm,2412,2412,3.845,3.861,0.961,0.996,confirmed
AD10CD,AD10CD.dspadpcm.bfstm,2413,2413,3.544,3.883,0.863,0.913,confirmed
AD10CDb,AD10CDb.dspadpcm.bfstm,2414,2414,3.821,3.84,0.961,0.995,confirmed
BA01CA,BA01CA.dspadpcm.bfstm,2417,2417,2.075,2.027,0.823,0.977,confirmed
BA01CB,BA01CB.dspadpcm.bfstm,2418,2418,1.677,2.261,0.823,0.742,confirmed
BA01CC,BA01CC.dspadpcm.bfstm,2420,2419,2.272,2.219,0.794,0.977,confirmed
BA01CD,BA01CD.dspadpcm.bfstm,2421,2420,2.318,2.453,0.823,0.945,confirmed
BA01SA,BA01SA.dspadpcm.bfstm,2423,2423,0.997,0.896,0.761,0.899,confirmed
BA01SB,BA01SB.dspadpcm.bfstm,2424,2424,0.93,1.088,0.761,0.855,confirmed
BA01SC,BA01SC.dspadpcm.bfstm,2425,2425,0.877,0.896,0.761,0.979,confirmed
BA01SD,BA01SD.dspadpcm.bfstm,2426,2426,0.979,0.981,0.761,0.998,confirmed
BA01SE,BA01SE.dspadpcm.bfstm,2427,2427,0.877,1.173,0.761,0.748,confirmed
BA01SF,BA01SF.dspadpcm.bfstm,2428,2428,0.772,0.981,0.761,0.787,confirmed
BA02CA,BA02CA.dspadpcm.bfstm,2429,2429,1.776,2.091,0.564,0.849,confirmed
BA02CB,BA02CB.dspadpcm.bfstm,2430,2430,1.746,2.091,0.57,0.835,confirmed
BA02CC,BA02CC.dspadpcm.bfstm,2431,2431,1.792,1.792,0.651,1.0,confirmed
BA02CD,BA02CD.dspadpcm.bfstm,2432,2432,1.754,2.261,0.687,0.776,confirmed
BA02SA,BA02SA.dspadpcm.bfstm,2435,2435,1.762,1.728,0.72,0.981,confirmed
BA02SB,BA02SB.dspadpcm.bfstm,2436,2438,2.592,1.088,0.736,0.42,no-match
BA02SC,BA02SC.dspadpcm.bfstm,2437,2439,2.031,1.024,0.736,0.504,confirmed
BA02SD,BA02SD.dspadpcm.bfstm,2438,2440,1.728,1.877,0.736,0.921,confirmed
BA02SE,BA02SE.dspadpcm.bfstm,2439,2441,2.66,1.173,0.702,0.441,no-match
BA02SF,BA02SF.dspadpcm.bfstm,2440,2442,1.387,1.109,0.735,0.8,confirmed
BA03CA,BA03CA.dspadpcm.bfstm,2443,2443,2.362,2.304,0.817,0.975,confirmed
BA03CB,BA03CB.dspadpcm.bfstm,2444,2444,1.925,2.155,0.765,0.893,confirmed
BA03CC,BA03CC.dspadpcm.bfstm,2445,2445,2.171,2.347,0.782,0.925,confirmed
BA03CD,BA03CD.dspadpcm.bfstm,2446,2446,1.636,2.496,0.765,0.655,confirmed
BA03SA,BA03SA.dspadpcm.bfstm,2447,2449,2.528,2.517,0.842,0.996,confirmed
BA03SC,BA03SC.dspadpcm.bfstm,2448,2450,2.854,2.752,0.842,0.964,confirmed
BA03SD,BA03SD.dspadpcm.bfstm,2450,2451,2.64,2.731,0.835,0.967,confirmed
BA03SE,BA03SE.dspadpcm.bfstm,2451,2452,3.669,2.987,0.842,0.814,confirmed
BA03SF,BA03SF.dspadpcm.bfstm,2452,2453,2.042,3.371,0.827,0.606,confirmed
BA04CA,BA04CA.dspadpcm.bfstm,2453,2454,2.032,1.92,0.745,0.945,confirmed
BA04CB,BA04CB.dspadpcm.bfstm,2454,2456,1.525,2.453,0.711,0.622,confirmed
BA04CC,BA04CC.dspadpcm.bfstm,2455,2457,2.386,2.539,0.745,0.94,confirmed
BA04CD,BA04CD.dspadpcm.bfstm,2456,2459,1.741,2.069,0.745,0.841,confirmed
BA04SA,BA04SA.dspadpcm.bfstm,2459,2462,2.288,1.536,0.298,0.671,no-match
BA04SC,BA04SC.dspadpcm.bfstm,2462,2463,2.037,1.685,0.306,0.827,low-confidence
BA04SD,BA04SD.dspadpcm.bfstm,2465,2464,1.863,2.453,0.445,0.759,low-confidence
BA04SE,BA04SE.dspadpcm.bfstm,2466,2465,2.279,2.731,0.439,0.834,low-confidence
BA04SF,BA04SF.dspadpcm.bfstm,2467,2466,2.205,2.965,0.479,0.744,confirmed
BA05CA,BA05CA.dspadpcm.bfstm,2468,2467,2.699,2.667,0.829,0.988,confirmed
BA05CB,BA05CB.dspadpcm.bfstm,2469,2468,2.564,2.965,0.815,0.865,confirmed
BA05CC,BA05CC.dspadpcm.bfstm,2470,2469,2.362,3.221,0.822,0.733,confirmed
BA05SA,BA05SA.dspadpcm.bfstm,2471,2472,1.032,1.024,0.627,0.992,confirmed
BA05SC,BA05SC.dspadpcm.bfstm,2473,2473,1.052,0.917,0.615,0.872,confirmed
BA05SD,BA05SD.dspadpcm.bfstm,2474,2474,1.17,1.109,0.615,0.948,confirmed
BA05SE,BA05SE.dspadpcm.bfstm,2475,2475,1.335,0.939,0.599,0.703,confirmed
BA05SF,BA05SF.dspadpcm.bfstm,2476,2476,1.364,1.003,0.615,0.735,confirmed
BA06CA,BA06CA.dspadpcm.bfstm,2477,2477,1.874,1.856,0.782,0.99,confirmed
BA06CB,BA06CB.dspadpcm.bfstm,2479,2478,1.741,1.941,0.782,0.897,confirmed
BA06CC,BA06CC.dspadpcm.bfstm,2480,2479,1.477,2.005,0.782,0.737,confirmed
BA06CD,BA06CD.dspadpcm.bfstm,2482,2480,1.469,2.091,0.79,0.703,confirmed
BA06SA,BA06SA.dspadpcm.bfstm,2483,2483,1.179,1.579,0.721,0.747,confirmed
BA06SB,BA06SB.dspadpcm.bfstm,2484,2484,2.369,1.472,0.786,0.621,confirmed
BA06SC,BA06SC.dspadpcm.bfstm,2485,2485,1.691,1.643,0.778,0.972,confirmed
BA06SD,BA06SD.dspadpcm.bfstm,2486,2486,1.578,1.707,0.778,0.924,confirmed
BA06SE,BA06SE.dspadpcm.bfstm,2487,2487,1.472,1.6,0.744,0.92,confirmed
BA06SF,BA06SF.dspadpcm.bfstm,2488,2488,1.258,1.792,0.706,0.702,confirmed
BA07CA,BA07CA.dspadpcm.bfstm,2489,2489,2.917,2.539,0.865,0.87,confirmed
BA07CB,BA07CB.dspadpcm.bfstm,2490,2490,2.363,2.539,0.856,0.931,confirmed
BA07CC,BA07CC.dspadpcm.bfstm,2492,2491,2.641,2.752,0.856,0.96,confirmed
BA07CD,BA07CD.dspadpcm.bfstm,2494,2492,2.459,2.283,0.865,0.928,confirmed
BA07SA,BA07SA.dspadpcm.bfstm,2495,2495,2.228,2.325,0.795,0.958,confirmed
BA07SB,BA07SB.dspadpcm.bfstm,2496,2496,3.374,2.197,0.816,0.651,confirmed
BA07SC,BA07SC.dspadpcm.bfstm,2497,2497,2.482,2.112,0.825,0.851,confirmed
BA07SD,BA07SD.dspadpcm.bfstm,2498,2498,2.562,2.517,0.816,0.982,confirmed
BA07SE,BA07SE.dspadpcm.bfstm,2499,2499,2.448,2.368,0.818,0.967,confirmed
BA07SF,BA07SF.dspadpcm.bfstm,2500,2500,1.941,2.283,0.824,0.85,confirmed
BA08CA,BA08CA.dspadpcm.bfstm,2502,2501,3.009,3.072,0.761,0.979,confirmed
BA08CB,BA08CB.dspadpcm.bfstm,2503,2502,2.73,2.475,0.761,0.907,confirmed
BA08CC,BA08CC.dspadpcm.bfstm,2505,2503,2.901,3.328,0.774,0.872,confirmed
BA08CD,BA08CD.dspadpcm.bfstm,2506,2504,2.843,2.688,0.761,0.945,confirmed
BA08SA,BA08SA.dspadpcm.bfstm,2507,2507,1.426,1.685,0.904,0.846,confirmed
BA08SB,BA08SB.dspadpcm.bfstm,2508,2508,1.749,1.6,0.924,0.915,confirmed
BA08SC,BA08SC.dspadpcm.bfstm,2509,2509,1.733,1.621,0.904,0.935,confirmed
BA08SD,BA08SD.dspadpcm.bfstm,2510,2510,1.615,1.813,0.929,0.891,confirmed
BA08SE,BA08SE.dspadpcm.bfstm,2511,2511,1.496,1.728,0.904,0.866,confirmed
BA08SF,BA08SF.dspadpcm.bfstm,2512,2512,1.392,1.749,0.904,0.796,confirmed
BA09CA,BA09CA.dspadpcm.bfstm,2514,2513,2.549,2.795,0.897,0.912,confirmed
BA09CB,BA09CB.dspadpcm.bfstm,2515,2514,2.165,2.005,0.829,0.926,confirmed
BA09CC,BA09CC.dspadpcm.bfstm,2516,2515,2.504,2.496,0.829,0.997,confirmed
BA09CD,BA09CD.dspadpcm.bfstm,2517,2516,2.587,3.029,0.897,0.854,confirmed
BA09SA,BA09SA.dspadpcm.bfstm,2519,2519,1.677,2.005,0.813,0.836,confirmed
BA09SB,BA09SB.dspadpcm.bfstm,2520,2520,2.106,2.048,0.813,0.972,confirmed
BA09SC,BA09SC.dspadpcm.bfstm,2521,2521,1.765,1.856,0.804,0.951,confirmed
BA09SD,BA09SD.dspadpcm.bfstm,2522,2522,1.841,2.176,0.813,0.846,confirmed
BA09SE,BA09SE.dspadpcm.bfstm,2523,2523,1.587,2.24,0.804,0.708,confirmed
BA09SF,BA09SF.dspadpcm.bfstm,2524,2524,1.613,2.005,0.813,0.804,confirmed
BA10CA,BA10CA.dspadpcm.bfstm,2525,2525,2.303,2.325,0.762,0.991,confirmed
BA10CB,BA10CB.dspadpcm.bfstm,2526,2526,2.33,2.773,0.683,0.84,confirmed
BA10CC,BA10CC.dspadpcm.bfstm,2527,2527,2.902,2.432,0.741,0.838,confirmed
BA10CD,BA10CD.dspadpcm.bfstm,2528,2528,1.984,2.517,0.762,0.788,confirmed
BA10SA,BA10SA.dspadpcm.bfstm,2529,2531,1.68,3.029,0.689,0.555,confirmed
BA10SB,BA10SB.dspadpcm.bfstm,2530,2532,2.04,2.645,0.723,0.771,confirmed
BA10SC,BA10SC.dspadpcm.bfstm,2532,2533,1.829,1.984,0.782,0.922,confirmed
BA10SD,BA10SD.dspadpcm.bfstm,2533,2534,1.996,1.365,0.722,0.684,confirmed
BA10SE,BA10SE.dspadpcm.bfstm,2535,2535,1.942,2.155,0.707,0.901,confirmed
BA10SF,BA10SF.dspadpcm.bfstm,2536,2536,1.412,1.472,0.717,0.959,confirmed
BA11CA,BA11CA.dspadpcm.bfstm,2537,2537,3.408,3.648,0.838,0.934,confirmed
BA11CB,BA11CB.dspadpcm.bfstm,2539,2538,3.136,3.392,0.805,0.925,confirmed
BA11CC,BA11CC.dspadpcm.bfstm,2540,2539,3.557,3.968,0.838,0.896,confirmed
BA11CD,BA11CD.dspadpcm.bfstm,2542,2540,3.343,3.691,0.832,0.906,confirmed
BA11SA,BA11SA.dspadpcm.bfstm,2543,2543,0.914,1.173,0.614,0.779,confirmed
BA11SB,BA11SB.dspadpcm.bfstm,2544,2544,1.098,1.067,0.614,0.972,confirmed
BA11SC,BA11SC.dspadpcm.bfstm,2545,2545,0.946,0.939,0.614,0.993,confirmed
BA11SD,BA11SD.dspadpcm.bfstm,2546,2546,1.022,1.28,0.614,0.798,confirmed
BA11SE,BA11SE.dspadpcm.bfstm,2547,2547,1.051,1.152,0.706,0.912,confirmed
BA11SF,BA11SF.dspadpcm.bfstm,2548,2548,0.842,1.024,0.592,0.822,confirmed
BA12CA,BA12CA.dspadpcm.bfstm,2549,2549,0.936,1.195,0.644,0.783,confirmed
BA12CB,BA12CB.dspadpcm.bfstm,2550,2550,1.048,1.237,0.596,0.847,confirmed
BA12CC,BA12CC.dspadpcm.bfstm,2551,2551,1.051,1.173,0.644,0.896,confirmed
BA12CD,BA12CD.dspadpcm.bfstm,2552,2552,1.023,1.28,0.644,0.799,confirmed
BA12SA,BA12SA.dspadpcm.bfstm,2555,2555,1.393,1.408,0.748,0.989,confirmed
BA12SB,BA12SB.dspadpcm.bfstm,2556,2556,1.389,1.259,0.748,0.906,confirmed
BA12SC,BA12SC.dspadpcm.bfstm,2557,2557,1.464,1.344,0.746,0.918,confirmed
BA12SD,BA12SD.dspadpcm.bfstm,2558,2558,1.485,1.515,0.83,0.98,confirmed
BA12SE,BA12SE.dspadpcm.bfstm,2559,2559,1.458,1.365,0.748,0.936,confirmed
BA12SF,BA12SF.dspadpcm.bfstm,2560,2560,1.436,1.451,0.748,0.99,confirmed
BA13CA,BA13CA.dspadpcm.bfstm,2562,2561,1.931,2.24,0.63,0.862,confirmed
BA13CB,BA13CB.dspadpcm.bfstm,2563,2562,1.876,2.24,0.651,0.837,confirmed
BA13CC,BA13CC.dspadpcm.bfstm,2564,2563,1.931,1.813,0.607,0.939,confirmed
BA13CD,BA13CD.dspadpcm.bfstm,2566,2564,1.981,2.432,0.651,0.815,confirmed
BA13SA,BA13SA.dspadpcm.bfstm,2567,2567,0.928,1.216,0.643,0.763,confirmed
BA13SB,BA13SB.dspadpcm.bfstm,2568,2568,1.523,1.216,0.595,0.798,confirmed
BA13SC,BA13SC.dspadpcm.bfstm,2569,2569,1.041,1.109,0.617,0.939,confirmed
BA13SD,BA13SD.dspadpcm.bfstm,2570,2570,0.988,1.323,0.617,0.747,confirmed
BA13SE,BA13SE.dspadpcm.bfstm,2571,2571,1.275,1.323,0.612,0.964,confirmed
BA13SF,BA13SF.dspadpcm.bfstm,2572,2572,1.164,1.216,0.65,0.957,confirmed
BA14SA,BA14SA.dspadpcm.bfstm,2573,2573,0.751,1.088,0.475,0.69,confirmed
BA14SC,BA14SC.dspadpcm.bfstm,2575,2574,0.672,1.237,0.572,0.543,confirmed
BA14SE,BA14SE.dspadpcm.bfstm,2578,2575,0.937,1.344,0.572,0.697,confirmed
BA15SA,BA15SA.dspadpcm.bfstm,2579,2576,1.357,1.6,0.798,0.848,confirmed
BA15SB,BA15SB.dspadpcm.bfstm,2580,2577,1.631,1.429,0.798,0.876,confirmed
BA15SC,BA15SC.dspadpcm.bfstm,2581,2578,1.565,1.216,0.798,0.777,confirmed
BA15SD,BA15SD.dspadpcm.bfstm,2582,2579,1.444,1.749,0.798,0.826,confirmed
BA15SE,BA15SE.dspadpcm.bfstm,2583,2580,1.349,1.536,0.787,0.878,confirmed
BA15SF,BA15SF.dspadpcm.bfstm,2584,2581,1.298,1.323,0.798,0.981,confirmed
BA16SA,BA16SA.dspadpcm.bfstm,2585,2582,1.776,1.344,0.73,0.757,confirmed
BA16SB,BA16SB.dspadpcm.bfstm,2586,2583,2.048,1.899,0.731,0.927,confirmed
BA16SC,BA16SC.dspadpcm.bfstm,2587,2584,1.741,1.984,0.731,0.878,confirmed
BA16SD,BA16SD.dspadpcm.bfstm,2588,2585,2.087,1.451,0.73,0.695,confirmed
BA16SE,BA16SE.dspadpcm.bfstm,2589,2586,2.362,2.048,0.729,0.867,confirmed
BA16SF,BA16SF.dspadpcm.bfstm,2590,2587,1.723,2.155,0.731,0.8,confirmed
BA17SA,BA17SA.dspadpcm.bfstm,2591,2588,1.877,1.664,0.872,0.887,confirmed
BA17SB,BA17SB.dspadpcm.bfstm,2592,2589,2.362,1.813,0.872,0.768,confirmed
BA17SC,BA17SC.dspadpcm.bfstm,2593,2590,2.091,1.323,0.883,0.633,confirmed
BA17SD,BA17SD.dspadpcm.bfstm,2594,2591,2.074,1.792,0.864,0.864,confirmed
BA17SE,BA17SE.dspadpcm.bfstm,2595,2592,2.011,1.963,0.872,0.976,confirmed
BA17SF,BA17SF.dspadpcm.bfstm,2596,2593,1.7,1.429,0.768,0.841,confirmed
CA01CA,CA01CA.dspadpcm.bfstm,2601,2604,0.417,0.427,,0.977,no-speech-durmatch
CA01CB,CA01CB.dspadpcm.bfstm,2603,2605,0.52,0.363,0.478,0.698,confirmed
CA01CC,CA01CC.dspadpcm.bfstm,2604,2606,0.392,0.384,,0.98,no-speech-durmatch
CA01CD,CA01CD.dspadpcm.bfstm,2607,2607,0.629,0.683,0.713,0.921,confirmed
CA01SA,CA01SA.dspadpcm.bfstm,2613,2610,0.661,0.64,0.698,0.968,confirmed
CA01SB,CA01SB.dspadpcm.bfstm,2614,2611,0.699,0.832,0.643,0.84,confirmed
CA01SC,CA01SC.dspadpcm.bfstm,2615,2612,0.797,0.811,0.623,0.983,confirmed
CA01SD,CA01SD.dspadpcm.bfstm,2616,2613,0.656,0.683,0.698,0.96,confirmed
CA01SE,CA01SE.dspadpcm.bfstm,2617,2615,0.78,0.896,0.698,0.871,confirmed
CA01SF,CA01SF.dspadpcm.bfstm,2618,2616,0.648,0.875,0.698,0.741,confirmed
CA02CA,CA02CA.dspadpcm.bfstm,2621,2617,1.52,1.493,0.608,0.982,confirmed
CA02CB,CA02CB.dspadpcm.bfstm,2622,2619,1.262,1.237,,0.98,no-speech-durmatch
CA02CC,CA02CC.dspadpcm.bfstm,2623,2621,1.33,2.005,0.608,0.663,confirmed
CA02CD,CA02CD.dspadpcm.bfstm,2624,2622,1.312,1.621,0.567,0.809,confirmed
CA02SA,CA02SA.dspadpcm.bfstm,2625,2625,0.696,0.661,,0.95,no-speech-durmatch
CA02SB,CA02SB.dspadpcm.bfstm,2627,2626,0.615,0.875,,0.703,no-speech-nomatch
CA02SC,CA02SC.dspadpcm.bfstm,2628,2627,0.674,0.704,0.729,0.957,confirmed
CA02SE,CA02SE.dspadpcm.bfstm,2629,2628,0.473,1.024,0.565,0.462,no-match
CA02SF,CA02SF.dspadpcm.bfstm,2630,2629,0.43,0.96,0.729,0.448,no-match
CA03CA,CA03CA.dspadpcm.bfstm,2631,2630,0.961,1.067,0.899,0.901,confirmed
CA03CB,CA03CB.dspadpcm.bfstm,2633,2631,1.068,1.216,0.898,0.878,confirmed
CA03CC,CA03CC.dspadpcm.bfstm,2634,2633,0.888,1.152,0.898,0.771,confirmed
CA03CD,CA03CD.dspadpcm.bfstm,2639,2634,0.923,0.853,0.312,0.924,low-confidence
CA03SA,CA03SA.dspadpcm.bfstm,2640,2637,0.575,0.576,,0.998,no-speech-durmatch
CA03SC,CA03SC.dspadpcm.bfstm,2641,2638,0.388,0.832,0.886,0.466,no-match
CA03SE,CA03SE.dspadpcm.bfstm,2642,2640,0.368,0.939,0.686,0.392,no-match
CA04CA,CA04CA.dspadpcm.bfstm,2643,2641,0.963,1.301,0.875,0.74,confirmed
CA04CB,CA04CB.dspadpcm.bfstm,2645,2642,1.015,1.152,0.777,0.881,confirmed
CA04CC,CA04CC.dspadpcm.bfstm,2646,2644,0.967,1.408,0.875,0.687,confirmed
CA04CD,CA04CD.dspadpcm.bfstm,2648,2645,0.964,1.259,0.71,0.766,confirmed
CA04SA,CA04SA.dspadpcm.bfstm,2649,2649,0.545,0.384,0.808,0.705,confirmed
CA04SB,CA04SB.dspadpcm.bfstm,2650,2650,0.812,0.811,0.786,0.999,confirmed
CA04SC,CA04SC.dspadpcm.bfstm,2651,2651,0.527,0.747,0.808,0.705,confirmed
CA04SD,CA04SD.dspadpcm.bfstm,2652,2652,0.465,0.427,0.808,0.918,confirmed
CA04SE,CA04SE.dspadpcm.bfstm,2653,2653,0.548,0.875,0.808,0.626,confirmed
CA04SF,CA04SF.dspadpcm.bfstm,2654,2654,0.606,0.811,0.808,0.747,confirmed
CA05CA,CA05CA.dspadpcm.bfstm,2655,2655,1.909,1.728,0.82,0.905,confirmed
CA05CB,CA05CB.dspadpcm.bfstm,2657,2656,1.524,2.091,0.82,0.729,confirmed
CA05CC,CA05CC.dspadpcm.bfstm,2658,2657,1.942,1.877,0.752,0.967,confirmed
CA05CD,CA05CD.dspadpcm.bfstm,2660,2658,1.381,2.283,0.82,0.605,confirmed
CA05SA,CA05SA.dspadpcm.bfstm,2661,2661,0.406,0.299,,0.736,no-speech-nomatch
CA05SB,CA05SB.dspadpcm.bfstm,2662,2662,0.832,0.512,,0.615,no-speech-nomatch
CA05SC,CA05SC.dspadpcm.bfstm,2663,2663,0.422,0.704,,0.599,no-speech-nomatch
CA05SD,CA05SD.dspadpcm.bfstm,2664,2664,0.331,0.341,,0.971,no-speech-durmatch
CA05SE,CA05SE.dspadpcm.bfstm,2665,2665,0.533,0.555,,0.96,no-speech-durmatch
CA05SF,CA05SF.dspadpcm.bfstm,2667,2666,0.416,1.643,0.491,0.253,no-match
CA06CA,CA06CA.dspadpcm.bfstm,2668,2667,1.709,1.963,0.768,0.871,confirmed
CA06CB,CA06CB.dspadpcm.bfstm,2670,2668,2.12,1.792,0.768,0.845,confirmed
CA06CC,CA06CC.dspadpcm.bfstm,2671,2669,1.959,2.133,0.692,0.918,confirmed
CA06CD,CA06CD.dspadpcm.bfstm,2672,2670,1.409,1.579,0.768,0.892,confirmed
CA06SA,CA06SA.dspadpcm.bfstm,2673,2673,1.952,1.984,0.819,0.984,confirmed
CA06SB,CA06SB.dspadpcm.bfstm,2674,2674,2.397,2.112,0.784,0.881,confirmed
CA06SC,CA06SC.dspadpcm.bfstm,2675,2675,2.517,2.048,0.784,0.814,confirmed
CA06SD,CA06SD.dspadpcm.bfstm,2676,2676,2.253,2.155,0.81,0.957,confirmed
CA06SE,CA06SE.dspadpcm.bfstm,2677,2677,2.6,2.283,0.814,0.878,confirmed
CA06SF,CA06SF.dspadpcm.bfstm,2678,2678,2.309,2.219,0.814,0.961,confirmed
CA07CA,CA07CA.dspadpcm.bfstm,2680,2679,2.667,2.688,0.799,0.992,confirmed
CA07CB,CA07CB.dspadpcm.bfstm,2682,2680,2.409,2.325,0.599,0.965,confirmed
CA07CC,CA07CC.dspadpcm.bfstm,2683,2681,2.547,2.923,0.799,0.871,confirmed
CA07CD,CA07CD.dspadpcm.bfstm,2684,2682,2.32,2.219,0.751,0.956,confirmed
CA07SA,CA07SA.dspadpcm.bfstm,2685,2685,0.972,0.939,0.662,0.966,confirmed
CA07SB,CA07SB.dspadpcm.bfstm,2686,2686,1.68,1.067,0.664,0.635,confirmed
CA07SC,CA07SC.dspadpcm.bfstm,2687,2687,0.908,1.131,0.662,0.803,confirmed
CA07SD,CA07SD.dspadpcm.bfstm,2688,2688,0.725,1.024,0.702,0.708,confirmed
CA07SE,CA07SE.dspadpcm.bfstm,2689,2689,1.25,1.152,0.664,0.922,confirmed
CA07SF,CA07SF.dspadpcm.bfstm,2690,2690,0.844,1.216,0.662,0.694,confirmed
CA08CA,CA08CA.dspadpcm.bfstm,2691,2691,1.093,1.131,0.567,0.966,confirmed
CA08CB,CA08CB.dspadpcm.bfstm,2692,2692,1.26,1.515,0.572,0.832,confirmed
CA08CC,CA08CC.dspadpcm.bfstm,2693,2693,1.008,1.387,0.572,0.727,confirmed
CA08CD,CA08CD.dspadpcm.bfstm,2694,2694,1.011,1.237,0.572,0.817,confirmed
CA08SA,CA08SA.dspadpcm.bfstm,2695,2697,1.608,1.664,0.716,0.966,confirmed
CA08SB,CA08SB.dspadpcm.bfstm,2696,2698,2.066,1.515,0.716,0.733,confirmed
CA08SC,CA08SC.dspadpcm.bfstm,2697,2699,1.751,1.557,0.748,0.889,confirmed
CA08SD,CA08SD.dspadpcm.bfstm,2698,2700,1.515,1.536,0.747,0.986,confirmed
CA08SE,CA08SE.dspadpcm.bfstm,2699,2701,1.899,1.877,0.748,0.988,confirmed
CA08SF,CA08SF.dspadpcm.bfstm,2701,2702,1.489,1.685,0.747,0.884,confirmed
CA09CA,CA09CA.dspadpcm.bfstm,2702,2703,2.602,2.048,0.72,0.787,confirmed
CA09CAb,CA09CAb.dspadpcm.bfstm,2704,2704,2.672,2.688,0.756,0.994,confirmed
CA09CB,CA09CB.dspadpcm.bfstm,2705,2705,2.122,2.581,0.671,0.822,confirmed
CA09CC,CA09CC.dspadpcm.bfstm,2706,2706,1.661,1.899,0.671,0.875,confirmed
CA09CD,CA09CD.dspadpcm.bfstm,2709,2707,2.08,2.069,0.636,0.995,confirmed
CA09SA,CA09SA.dspadpcm.bfstm,2710,2710,1.829,1.323,0.607,0.723,confirmed
CA09SB,CA09SB.dspadpcm.bfstm,2711,2711,2.541,1.92,0.912,0.756,confirmed
CA09SC,CA09SC.dspadpcm.bfstm,2712,2712,2.04,1.429,0.912,0.7,confirmed
CA09SD,CA09SD.dspadpcm.bfstm,2713,2713,1.891,1.451,0.91,0.767,confirmed
CA09SE,CA09SE.dspadpcm.bfstm,2714,2714,2.104,2.091,0.896,0.994,confirmed
CA09SF,CA09SF.dspadpcm.bfstm,2715,2715,1.653,1.557,0.66,0.942,confirmed
CA10CA,CA10CA.dspadpcm.bfstm,2716,2716,1.157,1.216,0.763,0.951,confirmed
CA10CAb,CA10CAb.dspadpcm.bfstm,2717,2717,1.317,1.323,0.865,0.995,confirmed
CA10CB,CA10CB.dspadpcm.bfstm,2718,2718,0.884,1.92,0.545,0.46,no-match
CA10CC,CA10CC.dspadpcm.bfstm,2719,2719,1.497,1.472,0.603,0.983,confirmed
CA10CD,CA10CD.dspadpcm.bfstm,2720,2720,1.071,1.323,0.684,0.81,confirmed
CA10SA,CA10SA.dspadpcm.bfstm,2721,2723,0.713,2.091,0.643,0.341,no-match
CA10SB,CA10SB.dspadpcm.bfstm,2724,2724,0.568,0.917,0.857,0.619,confirmed
CA10SC,CA10SC.dspadpcm.bfstm,2727,2725,0.575,1.003,0.857,0.573,confirmed
CA10SD,CA10SD.dspadpcm.bfstm,2728,2726,0.54,0.939,0.721,0.575,confirmed
CA10SE,CA10SE.dspadpcm.bfstm,2730,2727,0.587,0.555,0.633,0.945,confirmed
CA10SF,CA10SF.dspadpcm.bfstm,2731,2728,0.509,0.683,0.674,0.745,confirmed
CA11CA,CA11CA.dspadpcm.bfstm,2732,2729,0.455,0.683,,0.666,no-speech-nomatch
CA11CAb,CA11CAb.dspadpcm.bfstm,2733,2730,0.544,0.619,,0.879,no-speech-durmatch
CA11CB,CA11CB.dspadpcm.bfstm,2734,2731,0.625,0.747,,0.837,no-speech-durmatch
CA11CC,CA11CC.dspadpcm.bfstm,2735,2732,0.65,0.725,,0.897,no-speech-durmatch
CA11SA,CA11SA.dspadpcm.bfstm,2736,2735,0.666,0.939,0.764,0.709,confirmed
CA11SB,CA11SB.dspadpcm.bfstm,2737,2736,0.805,1.045,,0.77,no-speech-nomatch
CA11SC,CA11SC.dspadpcm.bfstm,2738,2737,0.763,1.259,0.764,0.606,confirmed
CA11SD,CA11SD.dspadpcm.bfstm,2739,2738,0.768,1.024,0.764,0.75,confirmed
CA11SE,CA11SE.dspadpcm.bfstm,2740,2739,0.796,1.131,0.764,0.704,confirmed
CA11SF,CA11SF.dspadpcm.bfstm,2741,2740,0.667,1.365,0.764,0.489,no-match
CA12CA,CA12CA.dspadpcm.bfstm,2742,2741,1.581,1.621,0.687,0.975,confirmed
CA12CAb,CA12CAb.dspadpcm.bfstm,2745,2742,1.615,1.643,0.416,0.983,low-confidence
CA12CB,CA12CB.dspadpcm.bfstm,2746,2743,2.171,1.749,0.487,0.806,confirmed
